Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
┏━━━━━━━━━━━━━━┳━━━━━━━╸T╺╸R╺╸A╺╸I╺╸N╺━━━━━━━┳━━━━━━━╸S╺╸T╺╸A╺╸T╺╸S╺━━━━━━━┳━━━━━━━╸V╺╸A╺╸L╺╸I╺╸D╺━━━━━━━┓
┃              ┃              ╷              ┃              ╷              ┃              ╷              ┃
┃       epoch  ┃        loss  │    accuracy  ┃        l.r.  │     elapsed  ┃        loss  │    accuracy  ┃
┠──────────────╂──────────────┼──────────────╂──────────────┼──────────────╂──────────────┼──────────────┨
┃           0  ┃      1.8686  │     11.72 %  ┃   2.000e-01  │   00:03 min  ┠┈▓┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.5000 | Δ: 0.0000 | current_val_loss: 1.9808 | running_val_loss: 1.9808 | best_val_loss: 1.9808
┃           0  ┃      1.7438  │     18.59 %  ┃   2.000e-01  │   00:06 min  ┠┈█▒┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.1656 | Δ: -0.0549 | current_val_loss: 2.5302 | running_val_loss: 2.0357 | best_val_loss: 1.9808
┃           0  ┃      1.7564  │     18.12 %  ┃   2.000e-01  │   00:09 min  ┠┈██┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.5585 | current_val_loss: 7.0712 | running_val_loss: 2.5393 | best_val_loss: 1.9808
┃           0  ┃      1.6270  │     20.78 %  ┃   2.000e-01  │   00:12 min  ┠┈██▓┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.6001 | current_val_loss: 2.9557 | running_val_loss: 2.5809 | best_val_loss: 1.9808
┃           0  ┃      1.6543  │     21.95 %  ┃   2.000e-01  │   00:15 min  ┠┈███▒┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.8240 | current_val_loss: 4.8201 | running_val_loss: 2.8048 | best_val_loss: 1.9808
┃           0  ┃      1.6399  │     22.11 %  ┃   2.000e-01  │   00:18 min  ┠┈████░┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.8102 | current_val_loss: 2.6669 | running_val_loss: 2.7910 | best_val_loss: 1.9808
┃           0  ┃      1.5919  │     21.80 %  ┃   2.000e-01  │   00:21 min  ┠┈█████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.7528 | current_val_loss: 2.2164 | running_val_loss: 2.7336 | best_val_loss: 1.9808
┃           0  ┃      1.6591  │     21.09 %  ┃   2.000e-01  │   00:24 min  ┠┈█████▓┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.9389 | current_val_loss: 4.5949 | running_val_loss: 2.9197 | best_val_loss: 1.9808
┃           0  ┃      1.6193  │     21.80 %  ┃   2.000e-01  │   00:28 min  ┠┈██████▒┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.9497 | current_val_loss: 3.0278 | running_val_loss: 2.9305 | best_val_loss: 1.9808
┃           0  ┃      1.6465  │     19.45 %  ┃   2.000e-01  │   00:31 min  ┠┈███████░┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.9097 | current_val_loss: 2.5298 | running_val_loss: 2.8904 | best_val_loss: 1.9808
┃           0  ┃      1.6716  │     21.02 %  ┃   2.000e-01  │   00:34 min  ┠┈████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.9256 | current_val_loss: 3.0497 | running_val_loss: 2.9064 | best_val_loss: 1.9808
┃           0  ┃      1.6627  │     19.38 %  ┃   2.000e-01  │   00:37 min  ┠┈████████▓┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.8642 | current_val_loss: 2.2927 | running_val_loss: 2.8450 | best_val_loss: 1.9808
┃           0  ┃      1.6212  │     20.00 %  ┃   2.000e-01  │   00:40 min  ┠┈█████████░┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -1.0230 | current_val_loss: 1.7083 | running_val_loss: 2.7313 | best_val_loss: 1.7083
┃           0  ┃      1.5602  │     23.67 %  ┃   2.000e-01  │   00:44 min  ┠┈██████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -1.1721 | current_val_loss: 4.2218 | running_val_loss: 2.8804 | best_val_loss: 1.7083
┃           0  ┃      1.6392  │     19.53 %  ┃   2.000e-01  │   00:46 min  ┠┈██████████▓┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -1.0944 | current_val_loss: 2.1043 | running_val_loss: 2.8028 | best_val_loss: 1.7083
┃           0  ┃      1.7322  │     18.44 %  ┃   2.000e-01  │   00:50 min  ┠┈███████████▒┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -1.0166 | current_val_loss: 2.0243 | running_val_loss: 2.7249 | best_val_loss: 1.7083
┃           0  ┃      1.5487  │     24.77 %  ┃   2.000e-01  │   00:53 min  ┠┈████████████░┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.9176 | current_val_loss: 1.7350 | running_val_loss: 2.6259 | best_val_loss: 1.7083
┃           0  ┃      1.5667  │     25.78 %  ┃   2.000e-01  │   00:56 min  ┠┈█████████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.8545 | current_val_loss: 1.9943 | running_val_loss: 2.5628 | best_val_loss: 1.7083
┃           0  ┃      1.5986  │     23.05 %  ┃   2.000e-01  │   00:59 min  ┠┈█████████████▓┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.8490 | current_val_loss: 2.5079 | running_val_loss: 2.5573 | best_val_loss: 1.7083
┃           0  ┃      1.6218  │     23.05 %  ┃   2.000e-01  │   01:02 min  ┠┈██████████████▒┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -1.0750 | current_val_loss: 4.8177 | running_val_loss: 2.7833 | best_val_loss: 1.7083
┃           0  ┃      1.5766  │     23.52 %  ┃   2.000e-01  │   01:05 min  ┠┈███████████████░┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.9823 | current_val_loss: 1.6919 | running_val_loss: 2.6742 | best_val_loss: 1.6919
┃           0  ┃      1.6581  │     20.16 %  ┃   2.000e-01  │   01:09 min  ┠┈████████████████┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.9267 | current_val_loss: 2.1177 | running_val_loss: 2.6185 | best_val_loss: 1.6919
┃           0  ┃      1.6848  │     18.75 %  ┃   2.000e-01  │   01:12 min  ┠┈████████████████▒┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.8646 | current_val_loss: 1.9976 | running_val_loss: 2.5564 | best_val_loss: 1.6919
┃           0  ┃      1.6496  │     20.23 %  ┃   2.000e-01  │   01:15 min  ┠┈█████████████████░┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.8254 | current_val_loss: 2.1645 | running_val_loss: 2.5173 | best_val_loss: 1.6919
┃           0  ┃      1.5857  │     22.97 %  ┃   2.000e-01  │   01:18 min  ┠┈██████████████████┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.7821 | current_val_loss: 2.0843 | running_val_loss: 2.4740 | best_val_loss: 1.6919
┃           0  ┃      1.5476  │     24.14 %  ┃   2.000e-01  │   01:21 min  ┠┈██████████████████▓┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.8992 | current_val_loss: 3.6455 | running_val_loss: 2.5911 | best_val_loss: 1.6919
┃           0  ┃      1.6638  │     20.86 %  ┃   2.000e-01  │   01:24 min  ┠┈███████████████████▒┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.9580 | current_val_loss: 3.1783 | running_val_loss: 2.6498 | best_val_loss: 1.6919
┃           0  ┃      1.6614  │     20.08 %  ┃   2.000e-01  │   01:27 min  ┠┈████████████████████░┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.9707 | current_val_loss: 2.7775 | running_val_loss: 2.6626 | best_val_loss: 1.6919
┃           0  ┃      1.6146  │     21.09 %  ┃   2.000e-01  │   01:30 min  ┠┈█████████████████████┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.9083 | current_val_loss: 2.0381 | running_val_loss: 2.6001 | best_val_loss: 1.6919
┃           0  ┃      1.6810  │     18.91 %  ┃   2.000e-01  │   01:33 min  ┠┈█████████████████████▓┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.9384 | current_val_loss: 2.9013 | running_val_loss: 2.6303 | best_val_loss: 1.6919
┃           0  ┃      1.6483  │     21.33 %  ┃   2.000e-01  │   01:37 min  ┠┈██████████████████████▒┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.8885 | current_val_loss: 2.1314 | running_val_loss: 2.5804 | best_val_loss: 1.6919
┃           0  ┃      1.6388  │     20.86 %  ┃   2.000e-01  │   01:40 min  ┠┈███████████████████████░┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.9230 | current_val_loss: 2.9257 | running_val_loss: 2.6149 | best_val_loss: 1.6919
┃           0  ┃      1.6100  │     22.11 %  ┃   2.000e-01  │   01:43 min  ┠┈████████████████████████┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.8928 | current_val_loss: 2.3126 | running_val_loss: 2.5847 | best_val_loss: 1.6919
┃           0  ┃      1.5973  │     23.91 %  ┃   2.000e-01  │   01:46 min  ┠┈████████████████████████▒┈┈┈┨Adaptive alpha: 0.0000 | Δ: -0.8171 | current_val_loss: 1.6768 | running_val_loss: 2.4939 | best_val_loss: 1.6768
┃           0  ┃      1.6927  │     19.38 %  ┃   2.000e-01  │   01:49 min  ┠┈█████████████████████████░┈┈┨Adaptive alpha: 0.0000 | Δ: -0.8459 | current_val_loss: 2.7822 | running_val_loss: 2.5227 | best_val_loss: 1.6768
┃           0  ┃      1.6113  │     21.33 %  ┃   2.000e-01  │   01:52 min  ┠┈██████████████████████████┈┈┨Adaptive alpha: 0.0000 | Δ: -0.7705 | current_val_loss: 1.7681 | running_val_loss: 2.4473 | best_val_loss: 1.6768
┃           0  ┃      1.6270  │     22.66 %  ┃   2.000e-01  │   01:55 min  ┠┈██████████████████████████▓┈┨Adaptive alpha: 0.0000 | Δ: -0.7325 | current_val_loss: 2.0678 | running_val_loss: 2.4093 | best_val_loss: 1.6768
┃           0  ┃      1.6416  │     21.08 %  ┃   2.000e-01  │   01:57 min  ┃      1.9288  │     19.09 %  ┃
Adaptive alpha: 0.0000 | Δ: -1.5130 | current_val_loss: 10.2137 | running_val_loss: 3.1898 | best_val_loss: 1.6768
┃           1  ┃      2.1101  │     17.01 %  ┃   2.000e-01  │   00:03 min  ┠┈▓┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -1.4142 | current_val_loss: 2.2019 | running_val_loss: 3.0910 | best_val_loss: 1.6768
┃           1  ┃      1.6135  │     20.16 %  ┃   2.000e-01  │   00:06 min  ┠┈█▒┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -1.3123 | current_val_loss: 2.0723 | running_val_loss: 2.9891 | best_val_loss: 1.6768
┃           1  ┃      1.6325  │     22.73 %  ┃   2.000e-01  │   00:10 min  ┠┈██┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -1.3216 | current_val_loss: 3.0820 | running_val_loss: 2.9984 | best_val_loss: 1.6768
┃           1  ┃      1.6041  │     21.48 %  ┃   2.000e-01  │   00:13 min  ┠┈██▓┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┨Adaptive alpha: 0.0000 | Δ: -1.2879 | current_val_loss: 2.6617 | running_val_loss: 2.9647 | best_val_loss: 1.6768
